DateHour,Wind_Speed_Actual_Knots,Production_Actual_MWh,Production_Forecast_1hour_MWh,Production_Forecast_6hour_MWh,Production_24hour_MWh,Electricity_Prices_Day_Ahead_Dollar,Electricity_Prices_Spot_Dollar
02/01/2022 13:00,9.05,23.6961,26.4898,38.6182,41.9457,138.53,137.14
02/01/2022 14:00,10.63,38.4494,23.6502,41.4725,50.8337,133.77,132.07
02/01/2022 15:00,13.53,79.2499,43.4015,38.8868,65.627,129,127.49
02/01/2022 16:00,9.54,27.7735,35.8502,30.0132,41.7162,142.29,141.74
02/01/2022 17:00,7.79,15.1461,23.642,22.9459,29.4792,178.59,176.58
02/01/2022 18:00,10.86,40.932,26.5425,36.7229,39.6777,168.63,167.79
02/01/2022 19:00,10.14,33.3115,28.262,34.4862,34.5501,185.58,188.25
02/01/2022 20:00,10.59,38.0302,37.3353,29.9605,35.6188,144.46,147.44
02/01/2022 21:00,9.57,28.0802,30.461,29.0417,29.3325,129.98,129.17
02/01/2022 22:00,11.43,47.7636,37.3783,37.223,35.6188,114.06,113.24
02/01/2022 23:00,14.52,97.8523,53.099,45.5477,38.2394,112.79,112.32
03/01/2022 00:00,18.11,189.8494,101.2764,67.7787,39.4633,131.12,124.97
03/01/2022 01:00,16.24,136.9447,137.5648,87.2648,39.4633,133.53,126.97
03/01/2022 02:00,16.66,147.9352,152.5161,116.6006,44.26,131.13,124.11
03/01/2022 03:00,16.5,143.6141,142.7834,141.1853,69.8425,123.32,117.3
03/01/2022 04:00,16.15,134.8486,138.4242,142.1996,115.3636,123.32,116.34
03/01/2022 05:00,15.01,108.2855,118.0142,120.6008,114.5646,125.24,117.21
03/01/2022 06:00,20.66,281.908,164.9081,157.0612,135.894,134.93,129.31
03/01/2022 07:00,18.33,196.9649,186.5497,166.4923,140.253,136.73,128.13
03/01/2022 08:00,19.23,227.3836,230.5283,182.7335,145.764,175.28,165.27
03/01/2022 09:00,16.81,151.8598,170.3778,168.7111,149.8889,178.31,169.59
03/01/2022 10:00,15.77,125.5466,144.2608,156.2223,135.4038,174.83,164.08
03/01/2022 11:00,18.62,206.6661,159.0656,178.9608,149.8889,159.67,151.85
03/01/2022 12:00,14.64,100.4017,118.9837,126.8474,122.5329,159.27,151.21
03/01/2022 13:00,14.66,100.7143,114.9159,116.3445,120.7076,152.82,146.52
03/01/2022 14:00,14.61,99.7259,100.0027,110.8967,117.9577,146.59,137.79
03/01/2022 15:00,18.68,208.5296,130.5804,137.0699,173.436,168.78,157.93
03/01/2022 16:00,18.22,193.3748,161.8815,135.0137,171.7821,162.47,153.42
03/01/2022 17:00,13.17,73.0814,106.4551,97.8961,102.2443,185.4,175.14
03/01/2022 18:00,12.39,60.9141,78.6064,85.9931,84.1599,185.84,175.3
03/01/2022 19:00,13.33,75.6901,69.6904,92.3984,87.5362,208.16,195
03/01/2022 20:00,16.47,142.9906,88.9936,101.9463,100.5579,169.51,160.13
03/01/2022 21:00,12.07,56.2304,70.4763,66.7328,76.0545,161.45,151.15
03/01/2022 22:00,12.81,67.2937,75.2423,72.1464,76.7974,124.73,117.44
03/01/2022 23:00,14.03,88.264,69.7815,82.9988,81.8161,127.12,120.72
04/01/2022 00:00,19.33,231.0912,116.6071,106.7229,81.8161,135.75,129.46
04/01/2022 01:00,17.47,170.4801,155.5436,111.0412,81.8161,143.78,135.78
04/01/2022 02:00,18.57,204.7408,201.0704,142.1587,81.8161,113.32,109.73
04/01/2022 03:00,15.59,121.1254,141.013,138.3049,103.8296,117.15,112.37
04/01/2022 04:00,16.52,144.1836,149.1091,157.3364,131.7557,116.92,110.13
04/01/2022 05:00,16.35,139.8777,134.8081,146.9985,140.6517,125.12,117.48
04/01/2022 06:00,14.24,92.4149,107.3889,113.4022,110.2647,134.95,128.16
04/01/2022 07:00,16.15,134.7669,121.0202,125.4595,136.0327,143.62,137.63
04/01/2022 08:00,16.13,134.2666,119.3069,128.0762,135.7808,175.14,167.32
04/01/2022 09:00,20.01,256.4691,169.4513,145.7506,142.0198,188.95,178.74
04/01/2022 10:00,20.81,288.193,218.8722,170.5391,142.0198,187.02,176.98
04/01/2022 11:00,17.28,164.9698,196.743,176.6835,142.0198,160.42,151.81
04/01/2022 12:00,17.63,175.3973,189.7872,186.6584,142.0198,155.27,148.97
04/01/2022 13:00,22.07,343.8595,219.1831,239.409,154.3435,154.07,147.02
04/01/2022 14:00,23.44,411.7831,298.2218,265.427,170.1303,156.28,147.78
04/01/2022 15:00,24.14,450.1773,400.2968,292.5381,213.3731,168.61,158.49
04/01/2022 16:00,21.93,337.5983,366.9604,333.4004,272.0228,158.29,148.32
04/01/2022 17:00,23.05,391.6655,391.3498,385.4864,312.2445,167.24,158.65
04/01/2022 18:00,25.01,500.1379,406.1734,415.8671,340.7193,157.55,148.06
04/01/2022 19:00,26.63,604.3795,493.6048,450.7315,367.2441,181.38,171.53
04/01/2022 20:00,23.85,433.9315,470.7789,440.6551,401.6404,149.37,143.44
04/01/2022 21:00,24.75,485.2324,494.8481,479.6045,422.7606,146.85,138.52
04/01/2022 22:00,25.06,503.6546,473.6494,503.5106,442.0046,138.79,130.76
04/01/2022 23:00,22.98,388.1884,421.6959,432.2327,414.5144,133.23,125.13
05/01/2022 00:00,19.34,231.317,291.995,307.7048,325.3793,111.22,109
05/01/2022 01:00,18.49,202.055,232.7104,267.7844,294.853,113.84,112.1
05/01/2022 02:00,20.89,291.7136,239.8192,301.4424,348.5993,116.53,112.75
05/01/2022 03:00,19.9,252.2347,246.8236,260.225,325.0302,112.16,110.46
05/01/2022 04:00,20.44,272.9911,271.9937,248.7185,304.1796,111.27,108.79
05/01/2022 05:00,20.57,278.3772,267.7073,258.1095,281.6723,110.85,107.75
05/01/2022 06:00,17.66,176.2468,206.1343,211.7852,222.2683,115.82,111.89
05/01/2022 07:00,21.31,309.3676,250.0256,254.9575,275.6754,121.5,117.67
05/01/2022 08:00,25.17,510.3645,312.6535,297.4895,275.6754,123.73,121.08
05/01/2022 09:00,19.8,248.3791,294.0489,269.67,255.3628,133.85,128.89
05/01/2022 10:00,18.12,190.174,239.8697,228.6745,224.3874,152.8,148.85
05/01/2022 11:00,22.64,371.2874,263.1276,313.8428,275.6754,148.51,144.93
05/01/2022 12:00,22.16,347.976,295.0408,321.395,275.6754,150.31,145.25
05/01/2022 13:00,23.61,420.813,379.2289,307.5844,293.5999,142.29,138.25
05/01/2022 14:00,25.82,550.401,434.5201,362.791,328.2936,123.8,119.66
05/01/2022 15:00,20.79,287.5827,345.2481,335.9045,307.4891,116.47,114.02
05/01/2022 16:00,19.39,233.2295,283.5447,290.8553,278.059,137.21,132.83
05/01/2022 17:00,21.75,329.1134,281.4561,341.0986,333.7634,155.46,149.63
05/01/2022 18:00,18.81,212.7286,233.3262,258.1451,257.3809,151.38,145.71
05/01/2022 19:00,22.9,384.1691,302.7124,284.8764,338.4571,153.94,149.5
05/01/2022 20:00,22.36,357.7233,311.5675,298.0123,352.8272,134.4,130.41
05/01/2022 21:00,18.64,207.1479,254.7571,247.0045,267.454,133.49,129.69
05/01/2022 22:00,13.86,85.2384,132.9034,146.0333,173.4322,128.99,124.5
05/01/2022 23:00,17.34,166.7447,146.6939,192.2055,209.6977,123,119.15
06/01/2022 00:00,16.94,155.5749,132.2178,168.1104,187.19,125.72,126.9
06/01/2022 01:00,15.87,127.9461,138.4331,136.067,165.5686,124.24,123.14
06/01/2022 02:00,17.17,161.8942,147.9651,136.9489,173.7717,110.04,112.16
06/01/2022 03:00,21.02,297.2558,187.2476,176.4716,186.2164,112.5,112.04
06/01/2022 04:00,16.08,133.1225,159.6342,150.3781,148.1685,110.83,112.56
06/01/2022 05:00,22.11,345.87,246.0739,200.9935,164.3075,113.48,113.12
06/01/2022 06:00,16.36,140.0826,164.8605,170.1293,149.2043,118.16,116.95
06/01/2022 07:00,15.85,127.4369,156.6216,159.1018,137.3162,109.19,107.94
06/01/2022 08:00,13.1,71.9004,89.7028,105.8292,105.2933,111.59,111.27
06/01/2022 09:00,10.79,40.1608,55.5145,73.8274,78.7965,124.69,124.59
06/01/2022 10:00,15.43,117.5715,72.0208,93.6695,123.9317,144.49,143.8
06/01/2022 11:00,19.5,237.0616,113.2032,106.5367,136.573,139.61,142.64
06/01/2022 12:00,13.95,86.82,110.5906,92.5824,107.0754,146.5,146.11
06/01/2022 13:00,11.14,44.2165,70.2874,64.7576,76.8126,154.47,154.9
06/01/2022 14:00,12.36,60.354,61.2742,77.2399,79.1196,141.02,140.39
06/01/2022 15:00,11,42.6208,45.5691,59.4746,59.0044,125.65,125.16
06/01/2022 16:00,12.16,57.5572,53.1096,56.9843,61.6627,151.74,150.35
06/01/2022 17:00,15.71,123.9182,69.5889,62.083,65.9589,177.68,176.45
06/01/2022 18:00,16.16,135.0771,101.1391,78.3265,72.787,166.96,165.54
06/01/2022 19:00,17.13,160.7665,139.3659,96.1726,101.42,169.06,168.81
06/01/2022 20:00,14.67,100.8941,115.145,106.1411,93.6809,145.29,145.04
06/01/2022 21:00,15.86,127.5166,127.8489,128.095,93.6809,127.34,126.69
06/01/2022 22:00,12.54,63.0112,77.7259,85.958,71.3864,122.23,122.17
06/01/2022 23:00,10.37,35.6769,50.521,58.6716,55.0749,124,123.25
07/01/2022 00:00,9.31,25.8069,32.2176,41.749,48.0793,118.71,122.34
07/01/2022 01:00,11.6,49.9465,36.2634,52.1296,64.0013,106.39,107.62
07/01/2022 02:00,9.96,31.6179,33.212,35.5524,52.3021,102.45,106.46
07/01/2022 03:00,13.56,79.7471,51.3289,42.1174,71.051,94.2,95.61
07/01/2022 04:00,13.31,75.4142,59.1875,49.2631,69.0271,92.42,93.6
07/01/2022 05:00,15.25,113.5382,88.5473,66.0992,69.0271,104.05,106.31
07/01/2022 06:00,12.5,62.4597,71.799,65.6435,62.5973,116.77,119.59
07/01/2022 07:00,14.76,102.7984,91.0114,85.4587,62.735,127.03,130.43
07/01/2022 08:00,11.83,52.9362,61.4058,65.1976,55.2191,132.19,134.49
07/01/2022 09:00,13.38,76.5909,75.6161,78.0176,68.7336,132.17,135.26
07/01/2022 10:00,10.76,39.813,47.046,51.2359,52.9646,127.53,130.53
07/01/2022 11:00,10.99,42.4558,46.7572,50.7845,54.5442,121.2,123.09
07/01/2022 12:00,11.22,45.2422,42.4651,47.7701,56.1719,122.41,125.42
07/01/2022 13:00,8.5,19.6637,26.323,29.5263,35.2929,117.97,120.16
07/01/2022 14:00,8.92,22.7006,25.1893,27.419,34.1777,112.12,114.24
07/01/2022 15:00,8.46,19.3923,19.9656,23.6455,29.9723,109.01,112.73
07/01/2022 16:00,7.4,12.9496,15.3494,17.3141,24.3874,119.31,121.7
07/01/2022 17:00,7.77,14.9824,15.302,16.304,21.8146,134.4,138.2
07/01/2022 18:00,7.08,11.3617,12.1826,13.5156,15.7508,131.23,132.68
07/01/2022 19:00,7.49,13.4265,13.2007,13.8394,16.2871,133.52,137.62
07/01/2022 20:00,4.19,2.3501,4.5509,5.2822,7.4461,123.19,127.12
07/01/2022 21:00,5.64,5.7469,5.948,7.0413,9.342,117.56,120.02
07/01/2022 22:00,5.65,5.7835,4.3994,6.3476,8.9829,104.61,108.74
07/01/2022 23:00,4.48,2.8734,3.6914,3.9612,6.4341,100.51,101.88
08/01/2022 00:00,4.89,3.7389,3.8761,3.833,5.7048,90.09,86.49
08/01/2022 01:00,6.07,7.1525,4.3586,4.8899,6.4438,102.42,96.67
08/01/2022 02:00,4.69,3.3103,3.8948,3.8239,4.4249,93.72,90.18
08/01/2022 03:00,6.01,6.9388,5.5905,4.5713,5.7652,93.02,89.1
08/01/2022 04:00,8.25,17.9815,8.0703,6.8511,5.7652,92.49,87.76
08/01/2022 05:00,5.77,6.1442,7.7104,6.7874,5.7652,101.78,96.64
08/01/2022 06:00,4.82,3.5749,5.4636,4.9333,4.5832,138.89,131.29
08/01/2022 07:00,5.79,6.2114,5.2042,6.7696,5.962,122.19,116.36
08/01/2022 08:00,7.75,14.8975,7.3309,8.6891,6.1777,141.29,133.19
08/01/2022 09:00,10.19,33.8959,15.8454,10.348,6.5684,146.45,138.14
08/01/2022 10:00,8.21,17.6888,19.3896,12.7136,7.0451,139.36,131.79
08/01/2022 11:00,10.1,32.9452,27.4308,19.0188,10.4168,139,131.98
08/01/2022 12:00,12.06,56.1047,33.1747,28.8578,16.2532,132.8,126.17
08/01/2022 13:00,11.15,44.3986,43.8001,35.3964,17.8348,128.83,122.61
08/01/2022 14:00,10.99,42.4869,44.9083,37.0589,24.532,123.41,117.07
08/01/2022 15:00,12.42,61.2485,48.9238,46.7044,33.4183,113.98,110.66
08/01/2022 16:00,13.07,71.4251,57.517,54.4359,38.0298,132.29,126.22
08/01/2022 17:00,11.29,46.0535,52.2343,49.1401,43.4357,149.85,143.61
08/01/2022 18:00,13.17,73.0264,62.6235,57.912,45.221,149.4,141.58
08/01/2022 19:00,15.34,115.4498,74.6815,71.2098,50.9139,168.38,158.54
08/01/2022 20:00,17.22,163.2372,113.247,88.0953,58.639,146.4,139.22
08/01/2022 21:00,17.98,186.0301,152.9317,107.9499,66.2065,135.28,127.83
08/01/2022 22:00,17.36,167.5013,169.7755,136.3568,72.2228,117.25,110.36
08/01/2022 23:00,16.03,131.7791,145.7553,141.3251,92.6252,113.37,106.84
09/01/2022 00:00,16.96,156.1185,151.299,158.1861,123.4345,108.58,106.37
09/01/2022 01:00,17.5,171.5728,152.5605,161.8969,143.6052,111.46,110.63
09/01/2022 02:00,16.04,131.9263,142.0194,141.3119,137.7211,108.84,107.33
09/01/2022 03:00,15.54,120.0489,129.8073,130.4729,131.5123,107.77,105.2
09/01/2022 04:00,11.6,49.879,70.1726,79.7925,88.6776,106.74,104.28
09/01/2022 05:00,11.77,52.1823,60.5566,72.4217,90.3527,108.76,105.62
09/01/2022 06:00,15.69,123.6306,70.6089,90.1973,127.6975,141.12,136.27
09/01/2022 07:00,10.62,38.3143,50.6764,52.9879,74.259,123.7,119
09/01/2022 08:00,11.17,44.6266,53.0232,50.8709,76.8852,134.4,130.36
09/01/2022 09:00,11.79,52.3683,44.8593,55.2393,65.9025,128.27,127.34
09/01/2022 10:00,9.25,25.35,31.9492,36.8158,37.2042,123.79,121.46
09/01/2022 11:00,7.58,13.9386,20.0695,22.0387,28.5905,117.3,115.99
09/01/2022 12:00,4.7,3.3309,6.712,10.0682,16.6545,116.95,113.67
09/01/2022 13:00,6.09,7.2223,7.2862,10.9067,19.5966,115.42,111.06
09/01/2022 14:00,9.26,25.373,9.5502,12.8429,28.2798,110.99,108.23
09/01/2022 15:00,6.47,8.6465,10.3635,9.3758,15.5364,122.67,119.14
09/01/2022 16:00,6.1,7.2504,9.557,8.0363,12.2272,139.34,135.34
09/01/2022 17:00,7.87,15.5872,10.1054,11.72,14.7476,151.42,147.84
09/01/2022 18:00,5.73,6.0033,7.4211,8.4015,8.2853,147.1,142.56
09/01/2022 19:00,8.12,17.1084,12.1256,10.3037,11.0828,158.52,154.62
09/01/2022 20:00,7.39,12.8964,11.3363,11.1575,10.6302,138.47,136.29
09/01/2022 21:00,10.98,42.2921,21.998,16.4697,10.6302,129.6,125.88
09/01/2022 22:00,10.3,34.9317,27.8923,19.6492,14.1993,116.59,115.28
09/01/2022 23:00,10.01,32.1251,34.1633,26.2179,16.336,115.59,112.62
10/01/2022 00:00,9.24,25.2139,27.8053,26.6532,16.336,109.01,106.27
10/01/2022 01:00,8.29,18.1977,21.3019,23.5069,17.6474,115.63,112.11
10/01/2022 02:00,10.89,41.3356,27.1826,29.6075,21.5155,112.24,110.17
10/01/2022 03:00,8.89,22.442,24.2657,24.7013,23.1149,112.92,110.37
10/01/2022 04:00,10.78,40.0202,33.7902,28.4366,28.5301,112.12,108.39
10/01/2022 05:00,10.11,33.047,31.2585,30.0116,32.5839,114.19,110.49
10/01/2022 06:00,8.74,21.3443,25.7824,25.8067,26.5691,145.32,141.47
10/01/2022 07:00,9.54,27.7406,27.0915,28.0592,28.7967,134.37,133.04
10/01/2022 08:00,9.92,31.2499,26.5605,30.2575,29.4604,152.59,147.51
10/01/2022 09:00,10.89,41.2925,33.111,30.4669,29.4604,146.54,143.62
10/01/2022 10:00,8.92,22.6918,26.689,25.3964,25.929,151.39,146.41
10/01/2022 11:00,6.27,7.8694,13.3788,14.5247,16.3633,143.24,138.48
10/01/2022 12:00,6.75,9.8527,11.1278,14.3297,16.3189,143.18,137.99
10/01/2022 13:00,7.24,12.1463,9.8533,14.1945,17.8598,138.85,136.6
10/01/2022 14:00,7.08,11.3739,11.0965,11.7839,16.1119,137.11,133.46
10/01/2022 15:00,7.4,12.9472,12.1445,10.7313,14.7889,139.73,134.71
10/01/2022 16:00,3.92,1.9335,4.0707,4.5038,5.6836,140.74,134.95
10/01/2022 17:00,2.66,0.5994,1.5653,2.3002,3.7852,148.46,142.95
10/01/2022 18:00,2.99,0.8523,0.9419,1.895,3.8865,143.77,138.19
10/01/2022 19:00,5.84,6.3854,1.7958,3.0366,7.539,153.09,150.09
10/01/2022 20:00,4.96,3.907,3.1086,2.164,5.3462,145.46,139.73
10/01/2022 21:00,6.81,10.1101,6.4783,3.2206,7.9941,133.92,130.7
10/01/2022 22:00,9.2,24.9352,10.9351,6.7774,8.1057,125.74,122.89
10/01/2022 23:00,13.38,76.5421,30.077,16.62,8.1057,125.05,122.24
11/01/2022 00:00,14.17,91.0531,58.806,29.238,8.1057,108.1,104.5
11/01/2022 01:00,15.29,114.3914,93.1452,52.1697,8.1057,110.78,106.82
11/01/2022 02:00,15.35,115.8067,106.664,78.3458,16.4239,107.86,104.87
11/01/2022 03:00,18.75,210.7664,142.7764,116.5643,46.0243,108.78,105.03
11/01/2022 04:00,21.03,297.3534,198.496,154.9093,83.5878,109.3,103.88
11/01/2022 05:00,21.32,310.0589,270.1732,197.599,102.2789,118.03,113.3
11/01/2022 06:00,18.24,194.1943,227.1017,205.5221,115.0976,136.36,131.31
11/01/2022 07:00,21.49,317.5388,269.6506,262.3228,151.6403,128.39,124.05
11/01/2022 08:00,22.04,342.5648,279.3096,288.8878,202.3673,152.44,148.48
11/01/2022 09:00,17.72,177.9178,221.7527,217.35,189.8803,146.05,140.88
11/01/2022 10:00,16.45,142.4664,174.2496,181.0474,170.6688,147.72,143.57
11/01/2022 11:00,18.41,199.7168,172.2645,213.1846,202.442,142.22,135.29
11/01/2022 12:00,21.07,299.431,207.4108,224.303,251.5819,140.26,135.6
11/01/2022 13:00,21.3,309.3047,266.1871,219.1553,298.391,142.37,135.6
11/01/2022 14:00,17.3,165.714,205.7928,189.8839,203.3178,136.21,130.25
11/01/2022 15:00,24.96,497.1414,304.2506,280.0539,246.2188,120.96,116.66
11/01/2022 16:00,32.11,1059.1821,487.3234,407.2313,304.3412,129.47,123.68
11/01/2022 17:00,26.65,605.171,649.0609,468.3511,304.3412,146.64,140.86
11/01/2022 18:00,23.36,407.6008,521.9762,448.6316,304.3412,144.11,137.63
11/01/2022 19:00,29.35,809.1577,592.0969,649.7656,356.1955,140.98,133.89
11/01/2022 20:00,23.4,409.6126,463.6662,510.9372,408.6059,133.25,130.25
11/01/2022 21:00,29.96,860.5226,670.4346,598.2086,451.9654,134.34,127.75
11/01/2022 22:00,32.83,1100,758.4826,685.7597,549.3872,124.78,119.55
11/01/2022 23:00,29.67,835.2716,884.8819,783.5377,702.2342,132.29,125.64
12/01/2022 00:00,29.68,836.5273,881.4258,788.8481,822.1455,121.64,117.28
12/01/2022 01:00,37.94,1100,1090.9162,1049.7316,835.8993,135.49,130.06
12/01/2022 02:00,38.03,1100,1100,1100,835.8993,101.67,97.4
12/01/2022 03:00,35.66,1100,1100,1100,848.4684,98.09,93.29
12/01/2022 04:00,33.53,1100,1100,1100,989.9188,88.2,84.78
12/01/2022 05:00,30.87,941.3524,1059.3216,1100,986.7556,88.24,85.92
12/01/2022 06:00,35.14,1100,1100,1100,1100,98.45,94.05
12/01/2022 07:00,32.22,1070.3806,1096.5525,1100,1100,113.8,107.71
12/01/2022 08:00,22.85,381.4142,592.4249,621.5082,691.7414,126.09,120.51
12/01/2022 09:00,23.47,413.8013,489.5779,574.8375,715.4386,136.36,132.04
12/01/2022 10:00,21.01,296.6431,328.058,440.7657,625.5861,136.68,129.74
12/01/2022 11:00,18.19,192.5512,238.6966,290.7705,492.0515,129.62,122.98
12/01/2022 12:00,17.85,181.7891,200.2569,228.513,364.841,132.83,127.39
12/01/2022 13:00,14.84,104.4703,128.5119,155.8857,219.3509,133.55,126.53
12/01/2022 14:00,10.62,38.3484,62.914,79.7941,137.9046,111.58,106.53
12/01/2022 15:00,9.51,27.5317,37.9343,53.3218,98.6577,105.36,101.29
12/01/2022 16:00,7.84,15.4098,20.2188,31.8466,69.1269,127.78,121.19
12/01/2022 17:00,7.57,13.8827,16.0081,21.9764,54.6707,155.79,148.73
12/01/2022 18:00,6.62,9.2869,10.891,13.644,28.976,152.32,145.51
12/01/2022 19:00,7.26,12.2157,11.6889,13.5353,20.785,149.64,144.69
12/01/2022 20:00,5.53,5.4085,6.9067,7.7964,11.4618,132.4,126.99
12/01/2022 21:00,7.08,11.3426,9.2841,10.1073,12.918,122.18,116.89
12/01/2022 22:00,6.33,8.118,8.0479,8.5722,10.3817,112.77,107.39
12/01/2022 23:00,3.98,2.0163,3.7359,4.0159,5.5372,111.93,108.38
13/01/2022 00:00,3.53,1.4101,2.1622,2.7461,4.4749,93.58,93.07
13/01/2022 01:00,2.86,0.7453,1.0057,1.7633,3.2501,113.13,110.94
13/01/2022 02:00,3.83,1.7981,1.2644,1.999,3.7187,62.26,61.96
13/01/2022 03:00,6.41,8.4132,2.6596,2.2391,6.6719,57.39,57.06
13/01/2022 04:00,10.29,34.8501,10.2478,4.9902,6.6719,58.92,57.71
13/01/2022 05:00,8.84,22.0746,19.7228,8.56,6.6719,48.11,48.45
13/01/2022 06:00,17.02,157.7252,55.956,25.5391,8.2647,70.41,70.75
13/01/2022 07:00,19.61,241.1397,111.3419,61.4683,8.2647,44.22,43.76
13/01/2022 08:00,22.59,368.7007,246.017,123.0528,14.1642,90.82,89.27
13/01/2022 09:00,22.79,378.6956,325.1775,191.8599,27.9781,110.37,109.64
13/01/2022 10:00,27.07,634.8914,450.6442,332.1652,81.4467,129.13,127.69
13/01/2022 11:00,26.7,609.17,531.8797,428.7161,196.4913,114.79,113.11
13/01/2022 12:00,22.03,342.1679,423.2593,396.1478,288.7144,134.67,131.58
13/01/2022 13:00,20.68,282.9322,336.451,353.2487,297.0415,129.62,127.02
13/01/2022 14:00,22.31,355.016,325.6621,390.8726,348.5525,115.38,114.56
13/01/2022 15:00,16.43,141.8258,190.2015,220.4247,229.9261,104.5,104.08
13/01/2022 16:00,18.15,191.374,204.4521,220.692,262.162,122.89,120.97
13/01/2022 17:00,22.03,342.2199,215.0072,252.8694,345.3896,160.06,157.31
13/01/2022 18:00,19.22,227.2763,237.7133,234.5318,280.8284,156.53,153.19
13/01/2022 19:00,23.44,411.9388,320.8556,250.4205,342.1939,153.14,150.35
13/01/2022 20:00,24.2,453.2767,354.1407,313.9427,342.1939,147.69,144.33
13/01/2022 21:00,25.88,554.1943,470.6862,386.8984,342.1939,135.07,131.74
13/01/2022 22:00,27.31,651.4583,548.9845,442.7224,348.5788,110.95,110.73
13/01/2022 23:00,27.31,651.6248,617.9226,538.3501,382.7723,94.47,93.74
14/01/2022 00:00,28.63,750.7924,683.5859,606.4799,432.2784,110.23,106.9
14/01/2022 01:00,27.57,670.2819,680.105,653.6477,502.0463,111.1,107.92
14/01/2022 02:00,19.58,240.2827,360.6397,380.7669,355.2501,110.31,105.31
14/01/2022 03:00,25.62,537.7571,456.5587,541.7151,541.8355,112.24,106.87
14/01/2022 04:00,25.51,531.1538,418.9236,523.1303,538.5103,110.17,105.09
14/01/2022 05:00,24.05,445.2218,473.7616,456.7861,493.868,117.78,112.12
14/01/2022 06:00,23.76,428.9148,447.7078,426.1,485.0747,136.57,130.83
14/01/2022 07:00,25.65,539.8978,469.7076,494.9364,538.8268,116.34,110.69
14/01/2022 08:00,21.77,329.9605,376.4926,387.0942,424.0217,138.43,131.62
14/01/2022 09:00,17.49,171.2221,239.5697,256.6248,302.1191,141.82,135.41
14/01/2022 10:00,20.59,279.3917,254.0547,305.7955,352.35,148.85,142.5
14/01/2022 11:00,23.69,425.1136,279.2747,333.1678,426.0618,140.32,135.24
